date,funding_entity,region,Unnamed: 0,spend_lower,spend_upper,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Alabama,0,0.0,980.7801299999992,68.55799999999999,9965.52113,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Alaska,1,0.0,210.7211535,33.536,2159.9040035000007,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Arizona,2,0.0,1394.8675784999991,172.23000000000005,14247.711928500004,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Arkansas,3,0.0,375.51031649999993,50.077,3839.317466499999,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",California,4,0.0,4459.058999999997,504.105,45500.06400000004,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Colorado,5,0.0,963.3185099999997,81.976,9802.735509999991,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Connecticut,6,0.0,586.2540419999998,57.184,5973.020241999999,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Delaware,7,0.0,122.52284550000005,15.338,1251.7048954999996,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Florida,8,0.0,4305.6956745000025,399.779,43848.162624500015,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Georgia,9,0.0,1212.4134990000005,144.661,12379.01539899999,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Hawaii,10,0.0,77.14565100000004,18.248,796.717751,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Idaho,11,0.0,360.33812100000017,38.346,3674.485221,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Illinois,12,0.0,1164.1110029999995,117.99700000000001,11864.935302999993,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Indiana,13,0.0,840.3809534999997,89.02600000000001,8569.233803500001,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Iowa,14,0.0,483.03486000000055,75.036,4949.29686,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Kansas,15,0.0,535.4055134999999,41.583,5444.311363499995,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Kentucky,16,0.0,1127.8538865000005,125.583,11506.654036499995,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Louisiana,17,0.0,809.2356525000004,106.947,8272.8704025,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Maine,18,0.0,163.42761600000003,28.371,1677.5042159999994,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Maryland,19,0.0,621.9001799999998,52.141999999999996,6327.680179999998,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Massachusetts,20,0.0,664.9210755000003,77.78,6787.4381255,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Michigan,21,0.0,1286.2516095000008,175.68599999999998,13155.134059499993,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Minnesota,22,0.0,781.1910314999997,89.931,7972.858681499999,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Mississippi,23,0.0,626.8809689999998,53.457,6379.255868999999,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Missouri,24,0.0,746.4081239999997,83.845,7615.781523999999,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Montana,25,0.0,216.48528,27.564,2212.0972800000004,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Nebraska,26,0.0,295.1341470000001,39.008,3017.179847000001,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Nevada,27,0.0,524.8680525000002,53.583,5349.978802500002,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",New Hampshire,28,0.0,196.68171600000005,23.623,2008.320316,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",New Jersey,29,0.0,1149.7106114999995,123.426,11725.051261500008,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",New Mexico,30,0.0,270.1105110000003,37.91,2763.570611000001,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",New York,31,0.0,2076.8122484999994,234.458,21191.381598499996,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",North Carolina,32,0.0,1261.2266369999984,149.05900000000003,12875.982337,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",North Dakota,33,0.0,70.214364,9.936,718.462764,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Ohio,34,0.0,1609.8876089999994,179.607,16424.836509,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Oklahoma,35,0.0,661.791636,80.768,6758.847235999998,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Oregon,36,0.0,802.9106910000003,98.801,8200.899790999993,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Pennsylvania,37,0.0,2122.2336464999994,219.826,21635.092796499994,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Rhode Island,38,0.0,129.794742,8.493,1318.2399419999995,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",South Carolina,39,0.0,814.7912354999993,82.994,8304.978285499998,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",South Dakota,40,0.0,178.123176,17.837,1815.2617760000005,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Tennessee,41,0.0,1003.8209939999988,105.12200000000001,10234.588394000004,0.0,0.0
2019-11-06,"DONALD J. TRUMP FOR PRESIDENT, INC.",Texas,42,0.0,3736.820488500003,378.767,38086.68283850005,0.0,0.0
